SaleID,CustomerID,ProductID,SaleDate,Quantity,TotalAmount
B-07354,C-00461,C-00080,2024-07-25,4,214.09
C-07355,C-00239,B-00094,2024-11-01,5,226.16
A-07356,C-00458,A-00072,2025-02-08,1,235.91
B-07357,A-00126,C-00035,2024-10-17,2,396.88
C-07358,A-00033,C-00035,2024-09-30,2,309.35
A-07359,A-00384,C-00071,2024-08-16,5,192.44
B-07360,B-00001,B-00007,2025-04-17,5,275.34
C-07361,A-00399,B-00082,2024-12-30,2,147.71
A-07362,C-00392,A-00069,2024-08-12,2,57.19
B-07363,B-00052,A-00048,2024-06-20,1,282.07
C-07364,C-00071,C-00077,2024-08-11,5,415.2
A-07365,B-00004,C-00008,2024-10-13,4,96.92
B-07366,B-00253,A-00030,2024-08-22,4,393.69
C-07367,B-00415,C-00095,2024-12-21,1,405.49
A-07368,A-00426,A-00030,2024-11-30,3,460.14
B-07369,C-00059,B-00088,2024-09-30,1,373.71
C-07370,B-00334,B-00040,2025-02-12,3,438.01
A-07371,B-00205,B-00088,2024-09-13,1,300.62
B-07372,C-00380,B-00049,2024-07-25,4,59.64
C-07373,A-00408,C-00032,2025-01-01,5,377.28
A-07374,C-00398,B-00055,2025-02-22,1,421.37
B-07375,C-00290,A-00078,2025-02-03,1,208.41
C-07376,C-00461,B-00058,2025-03-09,1,448.17
A-07377,B-00364,A-00051,2024-12-11,4,339.77
B-07378,C-00101,C-00023,2024-11-17,5,275.91
C-07379,A-00444,C-00098,2024-05-28,3,62.62
A-07380,C-00470,B-00004,2024-11-11,1,364.31
B-07381,C-00305,C-00068,2024-09-02,1,119.37
C-07382,B-00163,A-00003,2024-05-19,1,275.88
A-07383,B-00028,B-00028,2024-10-11,3,492.06
B-07384,A-00096,B-00001,2024-06-24,2,378.83
C-07385,C-00095,B-00097,2024-06-04,1,107.55
A-07386,A-00009,A-00003,2024-05-27,5,182.03
B-07387,C-00233,B-00022,2024-05-30,3,110.57
C-07388,B-00400,B-00097,2024-07-08,1,453.17
A-07389,B-00382,C-00059,2024-09-28,5,309.37
B-07390,C-00338,A-00087,2024-10-16,1,128.35
C-07391,A-00336,C-00068,2025-01-12,2,339.8
A-07392,C-00086,C-00056,2025-02-18,4,231.22
B-07393,C-00212,A-00063,2024-07-10,4,268.17
C-07394,B-00202,C-00008,2025-04-03,4,457.11
A-07395,C-00032,B-00001,2024-08-10,3,166.91
B-07396,A-00186,A-00069,2024-12-26,3,237.02
C-07397,C-00347,A-00048,2024-11-16,1,245.58
A-07398,C-00038,B-00004,2024-12-08,1,335.71
B-07399,A-00414,B-00088,2024-12-12,4,330.65
C-07400,C-00428,C-00014,2025-05-11,4,462.02
A-07401,B-00199,C-00077,2024-07-15,1,207.92
B-07402,A-00351,B-00040,2024-11-22,3,228.25
C-07403,B-00052,C-00038,2025-03-22,3,381.87
A-07404,C-00383,C-00080,2025-03-25,4,144.19
B-07405,A-00300,B-00052,2024-08-28,1,498.23
C-07406,B-00472,A-00027,2025-01-01,4,279.89
A-07407,A-00300,B-00016,2024-10-20,4,151.18
B-07408,B-00214,A-00078,2024-06-04,1,56.62
C-07409,C-00164,C-00092,2024-09-27,4,307.31
A-07410,C-00212,C-00089,2024-07-23,2,307.51
B-07411,C-00080,A-00003,2024-08-03,5,64.67
C-07412,A-00102,B-00052,2025-01-19,5,215.56
A-07413,C-00179,B-00076,2024-12-03,3,126.12
B-07414,A-00279,C-00005,2024-09-25,2,268.45
C-07415,A-00087,C-00068,2024-10-09,2,247.04
A-07416,C-00038,C-00074,2024-07-17,2,373.54
B-07417,C-00245,C-00095,2024-07-31,4,349.52
C-07418,B-00286,C-00029,2024-10-01,5,280.94
A-07419,C-00404,C-00056,2024-11-29,1,230.72
B-07420,A-00318,C-00047,2025-03-06,2,113.49
C-07421,C-00377,A-00045,2025-04-15,4,292.1
A-07422,A-00348,C-00059,2024-09-30,2,275.12
B-07423,B-00307,B-00052,2024-08-02,3,438.77
C-07424,B-00487,C-00026,2025-03-11,2,482.69
A-07425,B-00484,C-00017,2025-04-24,2,264.27
B-07426,C-00356,B-00028,2024-07-18,2,92.57
C-07427,A-00363,A-00075,2024-11-27,4,301.24
A-07428,B-00025,A-00072,2025-03-12,1,496.96
B-07429,C-00194,C-00032,2024-07-02,4,489.98
C-07430,B-00073,C-00008,2024-08-17,1,66.32
A-07431,A-00042,C-00017,2024-11-27,3,262.74
B-07432,C-00110,A-00048,2024-06-23,4,291.35
C-07433,C-00380,C-00026,2025-01-27,4,395.41
A-07434,A-00408,A-00048,2024-09-29,4,65.85
B-07435,A-00333,B-00088,2024-08-31,3,360.84
C-07436,B-00274,C-00068,2025-04-15,2,261.01
A-07437,C-00371,C-00071,2024-10-27,3,393.49
B-07438,B-00046,C-00059,2025-04-16,5,107.79
C-07439,A-00426,A-00045,2025-02-05,4,416.54
A-07440,A-00021,A-00075,2025-05-05,1,273.51
B-07441,B-00115,C-00059,2024-06-22,4,457.37
C-07442,C-00464,C-00083,2025-02-03,3,98.18
A-07443,A-00204,A-00018,2025-01-01,5,315.97
B-07444,A-00381,A-00021,2025-03-17,1,286.56
C-07445,C-00191,C-00056,2024-10-22,5,248
A-07446,C-00086,B-00028,2024-09-15,4,252.8
B-07447,B-00472,A-00087,2025-02-02,1,479.09
C-07448,C-00134,B-00031,2024-10-12,4,158.05
A-07449,C-00083,B-00061,2024-06-09,5,306.63
B-07450,C-00041,A-00042,2025-02-16,5,383.04
C-07451,B-00127,A-00069,2025-01-07,2,473.76
A-07452,C-00131,C-00062,2024-07-29,5,349.99
B-07453,C-00422,B-00070,2025-02-14,1,127.6
C-07454,C-00374,A-00021,2024-10-07,1,162.74
A-07455,A-00240,C-00056,2025-03-28,5,261.71
B-07456,A-00378,C-00074,2024-07-15,2,148.9
C-07457,C-00344,C-00011,2024-12-18,5,121.09
A-07458,C-00374,B-00076,2024-09-20,3,77.44
B-07459,A-00189,A-00039,2025-03-26,3,99.8
C-07460,A-00324,B-00055,2024-08-20,5,85.38
A-07461,C-00242,A-00084,2024-11-06,1,281.04
B-07462,B-00316,B-00004,2024-09-13,3,258.47
C-07463,B-00019,C-00059,2024-11-27,2,129.79
A-07464,A-00420,A-00024,2024-10-18,4,205.03
B-07465,B-00238,A-00087,2024-09-25,2,292.33
C-07466,A-00435,C-00026,2024-08-07,2,442.45
A-07467,C-00458,B-00073,2025-03-24,3,146.53
B-07468,C-00224,C-00062,2024-09-29,5,472.9
C-07469,B-00253,B-00058,2024-11-25,4,477.19
A-07470,B-00067,A-00060,2024-09-23,2,281.68
B-07471,B-00352,B-00001,2024-12-17,5,375.06
C-07472,C-00026,B-00076,2025-04-12,3,316.53
A-07473,B-00118,C-00035,2024-07-16,4,184.78
B-07474,A-00444,C-00020,2024-08-26,3,475.42
C-07475,A-00387,B-00052,2024-11-30,4,106.26
A-07476,B-00169,B-00094,2024-12-12,1,339.87
B-07477,B-00322,B-00085,2025-01-15,5,370.97
C-07478,C-00356,B-00013,2025-01-29,1,415.51
A-07479,C-00038,B-00088,2024-09-09,1,375.1
B-07480,B-00412,A-00057,2024-11-03,3,490.63
C-07481,B-00370,C-00008,2024-07-03,3,288.21
A-07482,A-00090,C-00050,2024-10-19,4,309.6
B-07483,C-00179,A-00096,2024-08-20,1,484.83
C-07484,A-00384,A-00099,2024-10-01,1,337
A-07485,B-00460,A-00075,2024-09-10,2,67.4
B-07486,A-00285,C-00062,2024-05-28,1,66.88
C-07487,C-00482,C-00044,2024-06-28,1,497.46
A-07488,A-00399,A-00039,2024-06-24,3,354.38
B-07489,A-00207,B-00040,2024-07-19,3,452.27
C-07490,C-00098,C-00011,2025-02-08,4,427.99
A-07491,C-00149,B-00040,2025-02-12,2,82.14
B-07492,A-00087,B-00004,2025-02-07,2,200.38
C-07493,A-00297,C-00044,2025-03-24,2,231.45
A-07494,C-00491,B-00070,2025-05-08,3,246.23
B-07495,A-00432,A-00054,2024-05-29,5,367.56
C-07496,B-00256,A-00039,2024-08-03,1,410.94
A-07497,A-00189,A-00093,2024-05-23,3,211.29
B-07498,C-00431,A-00039,2024-08-29,2,230.03
C-07499,C-00242,C-00038,2025-01-02,1,480.44
A-07500,B-00037,A-00030,2024-08-15,4,166.72
B-07501,C-00245,C-00062,2025-04-05,4,333.84
C-07502,B-00313,B-00049,2025-04-11,2,135.49
A-07503,B-00193,C-00041,2025-03-26,2,258.68
B-07504,A-00198,A-00051,2024-11-14,5,491.01
C-07505,B-00319,A-00084,2024-10-25,2,443.15
A-07506,B-00493,A-00030,2025-03-22,4,54.69
B-07507,A-00495,A-00030,2024-07-16,5,50.89
C-07508,C-00173,A-00069,2025-01-20,5,125.91
A-07509,A-00399,C-00068,2025-03-15,2,80.51
B-07510,C-00014,C-00089,2024-12-28,3,245.58
C-07511,A-00477,A-00015,2025-03-18,2,114.89
A-07512,C-00338,B-00049,2025-01-24,2,235.23
B-07513,A-00225,A-00078,2024-10-29,1,375.27
C-07514,B-00004,C-00023,2025-01-09,4,281.82
A-07515,A-00378,A-00039,2024-05-19,5,139.13
B-07516,B-00127,B-00070,2024-11-26,4,121.19
C-07517,C-00152,B-00037,2025-02-17,3,436.68
A-07518,A-00342,B-00079,2025-03-15,2,470.66
B-07519,C-00134,B-00013,2025-03-09,1,200.6
C-07520,A-00408,B-00076,2025-02-18,4,73.11
A-07521,B-00463,B-00034,2025-03-17,1,363.8
B-07522,A-00462,C-00011,2024-05-18,5,171.12
C-07523,B-00013,C-00053,2024-12-25,2,454.81
A-07524,A-00255,C-00035,2025-02-25,3,327.67
B-07525,B-00388,B-00013,2024-08-24,5,201.46
C-07526,B-00466,B-00016,2024-10-17,4,168.99
A-07527,A-00009,A-00063,2025-05-05,2,426.83
B-07528,B-00247,A-00027,2025-02-18,5,98.86
C-07529,A-00024,B-00070,2025-05-14,4,103.89
A-07530,C-00362,B-00073,2024-09-05,4,258.89
B-07531,C-00080,B-00031,2024-11-10,5,423.08
C-07532,C-00323,A-00021,2024-10-03,1,191.39
A-07533,C-00104,A-00057,2024-08-12,5,71.72
B-07534,B-00061,C-00083,2024-10-15,5,401.27
C-07535,C-00134,C-00020,2025-04-17,1,372.94
A-07536,A-00051,C-00098,2025-04-26,3,474.89
B-07537,A-00168,A-00006,2024-06-21,2,426.72
C-07538,C-00476,B-00094,2024-11-17,1,224.9
A-07539,C-00113,A-00006,2024-07-06,4,114.26
B-07540,C-00434,B-00070,2024-06-07,2,445.56
C-07541,C-00380,C-00059,2024-06-06,2,66.15
A-07542,B-00148,C-00056,2024-07-20,1,311.13
B-07543,C-00476,A-00018,2024-06-12,1,238.69
C-07544,B-00394,C-00020,2024-10-01,5,239.46
A-07545,A-00477,A-00093,2024-09-17,1,191.82
B-07546,B-00160,B-00070,2024-12-31,5,452.34
C-07547,A-00204,C-00077,2024-11-24,4,477.24
A-07548,B-00388,A-00075,2025-05-14,2,452.33
B-07549,C-00497,C-00047,2025-01-05,4,145.94
C-07550,C-00347,C-00020,2024-08-19,1,123.32
A-07551,C-00311,B-00100,2024-08-29,3,52.07
B-07552,A-00111,B-00097,2024-12-23,3,400.48
C-07553,A-00246,A-00042,2024-08-15,4,349.85
A-07554,B-00319,B-00049,2024-11-13,2,488.85
B-07555,C-00188,C-00074,2025-04-10,5,236.19
C-07556,A-00414,C-00065,2024-06-25,5,254.49
A-07557,C-00020,B-00019,2024-11-27,4,479.4
B-07558,A-00027,C-00026,2025-03-31,5,184.22
C-07559,A-00345,A-00057,2025-04-30,5,132.67
A-07560,C-00167,B-00016,2025-02-13,4,273.21
B-07561,A-00444,B-00028,2025-01-18,1,213.15
C-07562,C-00125,B-00007,2024-12-09,4,488.01
A-07563,B-00349,C-00044,2025-01-16,4,131.89
B-07564,B-00388,A-00054,2024-12-03,4,317.98
C-07565,B-00394,A-00096,2024-10-27,5,361.83
A-07566,A-00228,A-00051,2025-01-11,5,480.76
B-07567,A-00384,B-00079,2024-12-26,3,194.98
C-07568,B-00490,C-00038,2025-01-05,2,194.73
A-07569,C-00224,A-00063,2025-04-24,1,338.1
B-07570,B-00307,B-00049,2025-01-24,4,100.04
C-07571,B-00094,C-00053,2025-03-21,2,308.75
A-07572,B-00028,A-00036,2025-04-01,1,418.13
B-07573,C-00212,B-00049,2025-02-16,1,424.13
C-07574,A-00204,B-00037,2024-06-28,4,270.29
A-07575,A-00165,B-00055,2024-07-24,4,321.47
B-07576,C-00041,B-00019,2025-04-15,4,286.38
C-07577,C-00362,B-00094,2024-12-09,3,253.19
A-07578,C-00242,C-00098,2025-04-22,3,103.69
B-07579,C-00155,C-00002,2025-02-07,5,262.38
C-07580,C-00269,A-00078,2024-11-28,2,359.13
A-07581,A-00333,A-00024,2024-09-26,5,494.57
B-07582,B-00160,C-00062,2025-04-29,1,492.09
C-07583,A-00201,A-00075,2024-06-17,4,215.22
A-07584,A-00363,A-00045,2025-04-07,2,464.19
B-07585,A-00312,C-00068,2024-06-09,1,494.07
C-07586,B-00088,B-00028,2024-08-27,1,282.7
A-07587,A-00183,B-00022,2024-07-31,2,208.97
B-07588,C-00263,A-00054,2025-04-06,5,294.87
C-07589,C-00293,C-00020,2025-05-13,4,446.23
A-07590,A-00372,B-00016,2024-12-06,1,318.97
B-07591,A-00399,A-00006,2024-06-01,2,374.62
C-07592,C-00401,B-00004,2024-12-06,2,406.19
A-07593,A-00468,A-00072,2025-01-16,1,151.7
B-07594,C-00035,C-00023,2024-07-21,3,474.09
C-07595,A-00468,A-00051,2025-04-08,2,313.05
A-07596,A-00102,C-00098,2025-04-13,4,71.88
B-07597,B-00391,B-00019,2025-03-12,3,440.23
C-07598,C-00236,A-00039,2025-02-02,5,485.05
A-07599,B-00187,B-00028,2024-08-23,2,308.55
B-07600,C-00230,A-00051,2025-03-04,2,314.25
C-07601,B-00448,C-00023,2025-04-16,5,460.63
A-07602,B-00472,C-00098,2025-04-18,1,338.61
B-07603,A-00414,A-00039,2024-12-23,1,399.69
C-07604,A-00258,A-00024,2025-01-12,2,301.73
A-07605,A-00414,A-00075,2024-12-03,3,178.06
B-07606,A-00480,C-00074,2024-10-22,1,101.52
C-07607,B-00154,A-00081,2025-01-12,2,231.48
A-07608,A-00459,B-00064,2024-08-07,5,387.1
B-07609,A-00348,B-00097,2024-06-05,4,464.62
C-07610,B-00061,C-00071,2024-08-08,5,204.82
A-07611,A-00183,B-00040,2025-02-25,1,205.58
B-07612,B-00112,B-00052,2024-08-15,1,218.95
C-07613,A-00486,B-00058,2025-03-05,5,61.92
A-07614,A-00258,C-00005,2024-06-23,4,238.57
B-07615,C-00161,C-00020,2024-08-06,3,331.96
C-07616,B-00247,B-00022,2025-02-21,5,232.3
A-07617,A-00348,C-00068,2024-12-06,5,72.57
B-07618,B-00076,A-00060,2025-02-25,3,218.67
C-07619,A-00150,A-00012,2024-05-29,1,158.11
A-07620,C-00431,C-00086,2024-09-23,4,160.63
B-07621,C-00239,B-00052,2024-06-27,5,332.69
C-07622,A-00015,B-00019,2024-08-17,3,405.07
A-07623,A-00303,A-00048,2025-02-28,3,241.01
B-07624,A-00207,B-00043,2025-03-16,3,377.4
C-07625,A-00057,A-00045,2024-09-14,2,148.24
A-07626,A-00018,A-00051,2024-10-04,5,141.18
B-07627,B-00340,A-00015,2024-09-25,4,298.05
C-07628,B-00055,C-00050,2024-12-21,2,319.24
A-07629,A-00051,A-00024,2024-08-01,3,479.86
B-07630,A-00084,B-00001,2025-02-25,1,465.54
C-07631,B-00136,B-00088,2025-03-06,1,423.58
A-07632,C-00146,A-00039,2024-09-10,1,207.58
B-07633,B-00184,A-00087,2024-08-18,3,296.51
C-07634,B-00208,B-00004,2024-10-04,2,84.97
A-07635,A-00333,B-00049,2025-02-10,5,372.92
B-07636,A-00444,B-00085,2024-08-31,2,206.62
C-07637,C-00218,C-00005,2024-08-11,5,453
A-07638,C-00104,A-00030,2024-07-12,2,56.85
B-07639,B-00397,B-00058,2024-12-05,1,52.51
C-07640,B-00247,A-00051,2024-05-20,5,492.26
A-07641,C-00428,C-00014,2024-10-10,2,451.12
B-07642,A-00327,C-00011,2025-01-18,3,363.64
C-07643,C-00500,A-00036,2024-10-23,3,215.82
A-07644,A-00069,C-00095,2024-10-05,2,104.84
B-07645,C-00308,C-00098,2024-12-29,3,493.36
C-07646,A-00321,A-00090,2024-06-19,4,212.48
A-07647,C-00041,C-00083,2025-05-02,1,428.81
B-07648,A-00108,A-00003,2024-08-25,3,163.56
C-07649,C-00017,A-00024,2024-11-19,2,342.35
A-07650,B-00163,A-00081,2024-07-01,4,453.63
B-07651,A-00072,A-00045,2024-09-05,3,120.19
C-07652,B-00106,A-00024,2024-11-29,2,399.09
A-07653,A-00357,A-00033,2025-05-09,4,313.31
B-07654,B-00085,C-00038,2024-09-03,5,343.35
C-07655,B-00037,C-00005,2025-01-12,1,273.9
A-07656,B-00355,B-00082,2024-07-10,3,278.45
B-07657,B-00247,A-00054,2024-08-29,2,118.63
C-07658,C-00179,C-00023,2025-05-04,1,484.47
A-07659,A-00243,C-00026,2024-12-16,3,222.36
B-07660,B-00025,B-00097,2025-04-11,4,247.18
C-07661,A-00120,C-00098,2024-07-16,4,219.24
A-07662,A-00168,B-00094,2024-06-20,5,358.36
B-07663,B-00472,C-00083,2025-03-09,5,261.6
C-07664,A-00363,B-00058,2024-06-28,1,417.36
A-07665,C-00122,A-00009,2024-09-20,3,426.98
B-07666,A-00093,A-00081,2024-11-02,1,424.6
C-07667,C-00182,C-00059,2024-11-24,4,458.31
A-07668,B-00097,A-00099,2025-04-28,3,486.31
B-07669,A-00375,B-00046,2024-06-18,2,255.6
C-07670,B-00325,C-00029,2025-05-10,3,284.75
A-07671,B-00232,A-00009,2024-05-22,4,194.28
B-07672,C-00383,C-00068,2024-09-08,1,424.33
C-07673,A-00495,B-00016,2025-03-26,4,458.86
A-07674,C-00122,A-00054,2024-12-07,1,177.29
B-07675,C-00329,B-00013,2024-10-02,2,315.27
C-07676,A-00363,C-00080,2025-05-05,2,292.4
A-07677,B-00250,C-00083,2024-07-22,4,231.6
B-07678,C-00149,C-00020,2025-01-10,2,152.19
C-07679,C-00173,A-00033,2024-12-29,5,355.89
A-07680,A-00144,B-00073,2024-12-20,5,391.19
B-07681,B-00355,A-00063,2024-11-16,1,316.86
C-07682,B-00115,C-00020,2025-03-24,5,430.31
A-07683,C-00200,C-00071,2024-10-01,1,82.58
B-07684,A-00495,A-00006,2025-03-21,4,475.12
C-07685,C-00338,C-00062,2025-04-20,1,478.07
A-07686,C-00017,B-00079,2025-04-22,1,495.91
B-07687,B-00355,B-00001,2024-06-01,5,420.33
C-07688,C-00347,B-00007,2025-04-26,5,498.57
A-07689,C-00263,B-00097,2024-12-06,2,329.91
B-07690,C-00491,A-00051,2024-12-17,4,290.57
C-07691,C-00014,C-00035,2025-01-14,5,337.06
A-07692,A-00471,B-00001,2025-03-31,4,431.36
B-07693,C-00440,A-00015,2025-04-02,2,232.15
C-07694,C-00299,B-00013,2024-08-01,4,132.33
A-07695,C-00086,A-00093,2025-01-09,1,314.02
B-07696,B-00319,B-00010,2024-05-26,5,485.21
C-07697,B-00049,B-00046,2024-06-22,2,394.12
A-07698,A-00339,A-00045,2024-12-24,2,112.85
B-07699,A-00195,C-00095,2024-09-13,5,146.69
C-07700,A-00432,B-00079,2024-10-09,5,359.13
A-07701,A-00495,B-00022,2024-10-20,5,316.85
B-07702,B-00355,B-00082,2024-07-11,5,254.74
C-07703,A-00366,B-00067,2025-05-11,5,256.06
A-07704,B-00265,C-00005,2024-07-20,2,112.64
B-07705,A-00378,A-00003,2025-01-16,5,109.61
C-07706,A-00372,B-00019,2025-03-26,2,424.39
A-07707,C-00242,A-00075,2024-10-18,3,123.69
B-07708,B-00364,B-00088,2024-12-10,3,71.13
C-07709,C-00137,A-00066,2025-03-22,5,460.45
A-07710,C-00413,B-00016,2025-01-11,2,241.84
B-07711,C-00095,B-00037,2024-09-17,5,189.06
C-07712,B-00232,C-00017,2024-08-03,2,88.02
A-07713,C-00287,B-00022,2025-02-15,4,380.73
B-07714,B-00199,A-00015,2024-11-17,1,128.73
C-07715,B-00436,B-00061,2025-01-19,5,463.73
A-07716,C-00218,A-00093,2024-12-25,4,208.75
B-07717,C-00041,C-00008,2024-10-23,4,239.29
C-07718,A-00219,B-00070,2024-12-10,1,202.25
A-07719,A-00399,B-00034,2024-09-24,3,414.48
B-07720,A-00105,B-00031,2024-10-13,2,51.66
C-07721,B-00022,B-00031,2024-06-23,4,452.51
A-07722,B-00061,A-00024,2025-04-04,1,291.72
B-07723,A-00495,B-00064,2024-10-23,3,367.29
C-07724,B-00187,A-00093,2024-10-25,5,361.77
A-07725,C-00431,B-00037,2024-10-15,4,315.35
B-07726,A-00141,B-00046,2024-08-13,3,409.8
C-07727,A-00183,B-00058,2024-07-01,3,123.18
A-07728,B-00103,A-00009,2024-11-29,3,269.38
B-07729,C-00230,C-00065,2025-02-23,3,236.84
C-07730,C-00347,C-00020,2025-02-14,3,128.15
A-07731,B-00001,B-00082,2024-09-28,4,242.06
B-07732,A-00258,C-00074,2024-10-14,5,259.97
C-07733,B-00265,B-00028,2024-07-30,3,472.86
A-07734,A-00447,C-00098,2024-12-04,4,498.46
B-07735,C-00059,A-00075,2024-12-05,4,132.67
C-07736,A-00054,A-00009,2024-06-28,4,78.46
A-07737,A-00201,C-00059,2025-04-27,3,268.13
B-07738,A-00060,A-00027,2024-08-03,2,150.71
C-07739,B-00175,A-00015,2024-08-04,2,352.18
A-07740,B-00151,C-00074,2025-05-11,3,467.36
B-07741,B-00049,C-00050,2024-07-28,3,242.37
C-07742,C-00188,B-00070,2024-09-29,5,73.76
A-07743,B-00016,B-00058,2025-05-06,4,131.38
B-07744,A-00201,B-00058,2025-05-11,5,203.65
C-07745,C-00500,B-00094,2024-10-22,1,93.19
A-07746,B-00385,C-00014,2024-09-08,5,235.49
B-07747,A-00462,B-00100,2024-12-04,4,382.35
C-07748,A-00303,B-00061,2024-05-29,5,496.75
A-07749,B-00373,C-00053,2025-05-01,5,388.03
B-07750,B-00208,C-00038,2024-08-19,4,281.63
C-07751,A-00207,B-00064,2024-07-22,2,100.79
A-07752,B-00445,A-00018,2024-08-03,4,396.98
B-07753,A-00039,B-00013,2025-01-24,4,324.43
C-07754,C-00470,B-00076,2024-07-15,3,265.83
A-07755,B-00130,A-00099,2024-05-24,1,211.13
B-07756,B-00031,B-00055,2024-08-16,2,268.13
C-07757,A-00087,B-00034,2024-07-21,4,415.01
A-07758,A-00111,C-00059,2025-04-26,4,203.81
B-07759,B-00427,B-00037,2024-07-27,5,221.8
C-07760,B-00154,C-00059,2025-04-18,5,310.68
A-07761,C-00092,B-00019,2025-01-07,2,109.89
B-07762,A-00465,B-00013,2024-08-15,2,270.43
C-07763,C-00050,A-00057,2024-12-31,2,494.27
A-07764,C-00242,A-00078,2024-10-06,3,285.65
B-07765,A-00318,B-00058,2025-04-12,1,380.01
C-07766,B-00034,A-00063,2025-04-25,3,425.53
A-07767,B-00103,B-00082,2025-05-05,5,118.13
B-07768,B-00028,A-00099,2024-05-27,3,394.58
C-07769,B-00295,A-00078,2024-10-26,3,343.7
A-07770,B-00466,B-00010,2025-04-15,5,291.81
B-07771,A-00450,C-00068,2024-05-25,5,61.19
C-07772,B-00187,A-00081,2024-11-12,3,160.31
A-07773,C-00137,C-00038,2024-09-16,2,94.12
B-07774,C-00107,A-00054,2024-12-28,2,287.11
C-07775,B-00013,A-00093,2024-11-06,1,165.09
A-07776,A-00123,A-00087,2024-06-01,5,432.28
B-07777,A-00120,C-00095,2025-04-30,2,397.81
C-07778,A-00021,C-00026,2025-02-01,2,401.23
A-07779,B-00202,C-00095,2025-04-08,4,410.81
B-07780,B-00469,C-00029,2024-11-20,4,471.87
C-07781,C-00401,A-00081,2025-01-08,2,249.62
A-07782,A-00219,A-00093,2024-12-27,2,471.84
B-07783,A-00357,A-00003,2024-11-18,3,184.12
C-07784,A-00303,C-00077,2024-10-08,3,405
A-07785,C-00215,B-00022,2025-01-08,3,413.77
B-07786,B-00187,B-00052,2024-11-26,5,123.11
C-07787,B-00079,A-00066,2024-08-03,2,485.13
A-07788,B-00172,A-00075,2025-01-21,2,152.86
B-07789,B-00289,B-00100,2024-07-22,5,295.04
C-07790,A-00057,B-00070,2025-02-15,4,86.81
A-07791,A-00258,C-00041,2024-12-04,5,223.76
B-07792,B-00175,A-00096,2024-11-03,5,308.73
C-07793,B-00496,A-00003,2024-12-22,2,386.67
A-07794,B-00376,A-00081,2024-07-05,2,471.32
B-07795,B-00463,A-00087,2024-08-10,3,292.93
C-07796,A-00093,A-00006,2025-05-01,2,93.7
A-07797,C-00068,C-00065,2024-11-10,2,109.43
B-07798,A-00390,A-00009,2024-11-20,3,456.97
C-07799,C-00485,C-00071,2024-08-23,2,85.71
A-07800,B-00115,C-00041,2024-06-05,4,468.17
B-07801,C-00434,B-00034,2024-07-18,3,107.97
C-07802,A-00324,A-00093,2025-04-24,1,140.39
A-07803,C-00467,B-00028,2025-05-05,2,395.81
B-07804,C-00296,B-00037,2025-02-01,4,137.36
C-07805,B-00196,C-00011,2025-04-20,2,410.98
A-07806,C-00266,B-00052,2024-09-15,5,420.26
B-07807,C-00071,A-00003,2024-06-23,2,427.7
C-07808,A-00150,B-00088,2025-01-12,5,491.97
A-07809,B-00226,B-00043,2024-07-17,5,379.16
B-07810,B-00280,B-00046,2025-01-27,3,461.9
C-07811,A-00042,B-00055,2024-12-30,2,429.38
A-07812,B-00181,C-00002,2025-01-12,2,228.38
B-07813,A-00204,A-00039,2025-03-13,4,233.87
C-07814,B-00064,B-00037,2025-02-10,4,483.5
A-07815,B-00115,A-00006,2025-04-28,1,271.08
B-07816,C-00023,A-00078,2025-01-28,3,439.05
C-07817,C-00185,B-00019,2025-01-03,1,121.24
A-07818,C-00380,C-00023,2025-05-01,2,343.15
B-07819,A-00405,C-00077,2025-01-15,5,368.54
C-07820,C-00275,B-00055,2025-03-24,1,66.3
A-07821,A-00090,A-00018,2024-09-25,3,86.07
B-07822,B-00157,A-00084,2025-03-18,5,190.73
C-07823,C-00218,A-00021,2024-12-19,3,241.1
A-07824,A-00393,A-00045,2025-01-11,1,331.76
B-07825,C-00347,C-00050,2024-05-30,1,269.64
C-07826,C-00266,C-00002,2024-11-04,2,181.23
A-07827,A-00231,B-00094,2024-10-10,4,216.87
B-07828,B-00394,C-00080,2024-08-08,5,119.68
C-07829,A-00195,A-00039,2024-05-28,1,260.96
A-07830,B-00277,B-00046,2024-06-13,3,115.24
B-07831,A-00237,C-00002,2025-02-02,5,380.34
C-07832,A-00099,A-00021,2025-02-01,2,324.83
A-07833,B-00466,B-00064,2024-05-29,4,167.9
B-07834,B-00382,A-00012,2024-06-14,3,496.81
C-07835,A-00186,C-00032,2024-08-26,5,151.24
A-07836,B-00013,C-00044,2024-06-09,3,404.34
B-07837,B-00439,B-00007,2025-02-24,1,222.82
C-07838,B-00445,B-00016,2025-02-13,2,376.69
A-07839,C-00155,B-00034,2025-04-08,4,485.19
B-07840,A-00009,C-00092,2024-12-11,3,494.36
C-07841,B-00388,A-00081,2025-04-19,3,61.98
A-07842,B-00214,C-00053,2024-12-24,4,191.74
B-07843,C-00407,B-00055,2025-04-24,1,485.87
C-07844,A-00114,C-00059,2024-06-01,4,382.23
A-07845,B-00094,B-00025,2024-11-09,4,410.54
B-07846,B-00139,C-00098,2024-12-06,1,233.24
C-07847,C-00056,B-00094,2025-03-12,1,262.59
A-07848,B-00247,A-00054,2024-05-25,1,407.43
B-07849,A-00243,C-00086,2024-07-08,4,415.8
C-07850,B-00019,B-00061,2025-01-01,3,441.73
A-07851,A-00492,C-00074,2024-09-02,2,401.54
B-07852,A-00105,C-00002,2024-10-27,4,349.35
